1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;;;;;
Schluessel;Straftat;Gemeindeschluessel;Stadt-/Landkreis;Kreisart;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasste Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Auffklaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an der Gesamtzahl;;;;;
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6435;Main-Kinzig-Kreis;LK;15;4;0;0;0;0;14;93.3;15;13;2;4;26.7;2079254;;6435;Main-Kinzig-Kreis;420,552
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6436;Main-Taunus-Kreis;LK;37;16;0;0;0;0;37;100;35;30;5;7;20;2079254;;6436;Main-Taunus-Kreis;238,558
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6437;Odenwaldkreis;LK;10;10;0;0;0;0;10;100;10;8;2;3;30;2079254;;6437;Odenwaldkreis;96,703
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6438;Offenbach;LK;8;2;0;0;0;0;8;100;8;8;0;4;50;2079254;;6438;Offenbach;355,813
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6439;Rheingau-Taunus-Kreis;LK;15;8;0;0;0;0;15;100;18;12;6;4;22.2;2079254;;6439;Rheingau-Taunus-Kreis;187,160
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6440;Wetteraukreis;LK;28;9;0;0;0;0;28;100;27;22;5;13;48.1;2079254;;6440;Wetteraukreis;308,339
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6531;Gießen;LK;45;17;0;0;0;0;45;100;42;41;1;15;35.7;2079254;;6531;Gießen;270,688
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6532;Lahn-Dill-Kreis;LK;24;9;0;0;0;0;24;100;23;21;2;11;47.8;2079254;;6532;Lahn-Dill-Kreis;253,319
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6533;Limburg-Weilburg;LK;30;17;0;0;0;0;30;100;29;25;4;11;37.9;2079254;;6533;Limburg-Weilburg;171,912
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6534;Marburg-Biedenkopf;LK;52;21;0;0;0;0;52;100;49;34;15;14;28.6;2079254;;6534;Marburg-Biedenkopf;247,084
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6535;Vogelsbergkreis;LK;19;18;0;0;0;0;19;100;19;15;4;5;26.3;2079254;;6535;Vogelsbergkreis;105,643
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6611;Kassel;KfS;79;39;0;0;0;0;78;98.7;76;70;6;23;30.3;2079254;;6611;Kassel;202,137
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6631;Fulda;LK;36;16;0;0;0;0;36;100;36;34;2;3;8.3;2079254;;6631;Fulda;223,145
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6632;Hersfeld-Rotenburg;LK;25;21;0;0;0;0;25;100;25;21;4;5;20;2079254;;6632;Hersfeld-Rotenburg;120,719
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6633;Kassel;LK;25;11;0;0;0;0;25;100;24;22;2;3;12.5;2079254;;6633;Kassel;236,764
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6634;Schwalm-Eder-Kreis;LK;17;9;0;0;0;0;17;100;17;16;1;2;11.8;2079254;;6634;Schwalm-Eder-Kreis;179,673
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6635;Waldeck-Frankenberg;LK;19;12;0;0;0;0;19;100;18;16;2;5;27.8;2079254;;6635;Waldeck-Frankenberg;156,406
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6636;Werra-Meißner-Kreis;LK;24;24;0;0;0;0;24;100;21;17;4;1;4.8;2079254;;6636;Werra-Meißner-Kreis;100,629
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7111;Koblenz;KfS;69;60;0;0;0;0;68;98.6;68;60;8;14;20.6;2079254;;7111;Koblenz;114,052
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7131;Ahrweiler;LK;38;29;0;0;0;0;38;100;35;24;11;7;20;2079254;;7131;Ahrweiler;130,086
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7132;Altenkirchen (Westerwald);LK;35;27;0;0;0;0;35;100;35;31;4;4;11.4;2079254;;7132;Altenkirchen (Westerwald);128,805
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7133;Bad Kreuznach;LK;42;27;0;0;0;0;42;100;41;36;5;8;19.5;2079254;;7133;Bad Kreuznach;158,345
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7134;Birkenfeld;LK;21;26;0;0;0;0;21;100;22;17;5;1;4.5;2079254;;7134;Birkenfeld;80,951
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7135;Cochem-Zell;LK;11;18;0;0;0;0;11;100;10;10;0;1;10;2079254;;7135;Cochem-Zell;61,375
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7137;Mayen-Koblenz;LK;42;20;0;0;0;0;40;95.2;38;34;4;4;10.5;2079254;;7137;Mayen-Koblenz;214,434
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7138;Neuwied;LK;54;30;0;0;0;0;54;100;54;42;12;15;27.8;2079254;;7138;Neuwied;182,811
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7140;Rhein-Hunsrück-Kreis;LK;33;32;0;0;1;0;33;100;31;24;7;5;16.1;2079254;;7140;Rhein-Hunsrück-Kreis;103,163
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7141;Rhein-Lahn-Kreis;LK;34;28;0;0;0;0;31;91.2;28;27;1;2;7.1;2079254;;7141;Rhein-Lahn-Kreis;122,297
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7143;Westerwaldkreis;LK;27;13;0;0;1;0;27;100;26;23;3;3;11.5;2079254;;7143;Westerwaldkreis;201,904
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7211;Trier;KfS;31;28;0;0;0;0;31;100;32;31;1;10;31.3;2079254;;7211;Trier;111,528
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7231;Bernkastel-Wittlich;LK;13;12;0;0;0;0;13;100;12;11;1;2;16.7;2079254;;7231;Bernkastel-Wittlich;112,483
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7232;Eifelkreis Bitburg-Prüm;LK;31;31;0;0;0;0;31;100;27;20;7;5;18.5;2079254;;7232;Eifelkreis Bitburg-Prüm;99,058
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7233;Vulkaneifel;LK;7;12;0;0;0;0;7;100;7;6;1;3;42.9;2079254;;7233;Vulkaneifel;60,646
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7235;Trier-Saarburg;LK;18;12;0;0;0;0;17;94.4;17;14;3;5;29.4;2079254;;7235;Trier-Saarburg;149,398
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7311;Frankenthal (Pfalz);KfS;15;31;0;0;0;0;15;100;16;14;2;1;6.3;2079254;;7311;Frankenthal (Pfalz);48,762
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7312;Kaiserslautern;KfS;56;56;0;0;0;0;56;100;52;47;5;21;40.4;2079254;;7312;Kaiserslautern;100,030
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7313;Landau in der Pfalz;KfS;24;51;0;0;0;0;24;100;23;18;5;5;21.7;2079254;;7313;Landau in der Pfalz;46,881
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7314;Ludwigshafen am Rhein;KfS;36;21;0;0;0;0;35;97.2;33;26;7;6;18.2;2079254;;7314;Ludwigshafen am Rhein;172,253
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7315;Mainz;KfS;70;32;0;0;0;0;69;98.6;90;83;7;17;18.9;2079254;;7315;Mainz;218,578
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7316;Neustadt an der Weinstraße;KfS;19;36;0;0;0;0;19;100;20;19;1;3;15;2079254;;7316;Neustadt an der Weinstraße;53,264
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7317;Pirmasens;KfS;17;42;0;0;0;0;17;100;17;15;2;2;11.8;2079254;;7317;Pirmasens;40,231
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7318;Speyer;KfS;8;16;0;0;0;0;8;100;7;6;1;3;42.9;2079254;;7318;Speyer;50,561
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7319;Worms;KfS;22;26;0;0;0;0;22;100;20;18;2;5;25;2079254;;7319;Worms;83,542
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7320;Zweibrücken;KfS;8;23;0;0;0;0;8;100;9;8;1;0;0;2079254;;7320;Zweibrücken;34,193
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7331;Alzey-Worms;LK;21;16;0;0;0;0;21;100;22;15;7;4;18.2;2079254;;7331;Alzey-Worms;129,687
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7332;Bad Dürkheim;LK;26;20;0;0;0;0;26;100;26;21;5;2;7.7;2079254;;7332;Bad Dürkheim;132,671
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7333;Donnersbergkreis;LK;23;31;0;0;0;0;22;95.7;20;16;4;1;5;2079254;;7333;Donnersbergkreis;75,325
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7334;Germersheim;LK;15;12;0;0;0;0;15;100;15;14;1;2;13.3;2079254;;7334;Germersheim;129,013
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7335;Kaiserslautern;LK;19;18;0;0;0;0;19;100;19;15;4;8;42.1;2079254;;7335;Kaiserslautern;105,979
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7336;Kusel;LK;24;34;0;0;0;0;24;100;23;18;5;1;4.3;2079254;;7336;Kusel;70,219
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7337;Südliche Weinstraße;LK;18;16;0;0;0;0;17;94.4;17;14;3;5;29.4;2079254;;7337;Südliche Weinstraße;110,521
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7338;Rhein-Pfalz-Kreis;LK;9;6;0;0;0;0;9;100;9;6;3;0;0;2079254;;7338;Rhein-Pfalz-Kreis;154,609
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7339;Mainz-Bingen;LK;31;15;0;0;0;0;30;96.8;30;25;5;7;23.3;2079254;;7339;Mainz-Bingen;211,417
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7340;Südwestpfalz;LK;9;9;0;0;0;0;9;100;8;8;0;0;0;2079254;;7340;Südwestpfalz;94,831
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8111;Stuttgart;SK;352;55;0;0;0;0;350;99.4;339;301;38;147;43.4;2079254;;8111;Stuttgart;635,911
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8115;Böblingen;LK;115;29;0;0;0;0;114;99.1;107;95;12;38;35.5;2079254;;8115;Böblingen;392,807
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8116;Esslingen;LK;80;15;0;0;0;0;80;100;76;62;14;34;44.7;2079254;;8116;Esslingen;535,024
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8117;Göppingen;LK;36;14;0;0;0;1;36;100;35;34;1;14;40;2079254;;8117;Göppingen;258,145
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8118;Ludwigsburg;LK;66;12;0;0;0;0;66;100;60;51;9;23;38.3;2079254;;8118;Ludwigsburg;545,423
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8119;Rems-Murr-Kreis;LK;56;13;0;0;0;0;56;100;54;50;4;15;27.8;2079254;;8119;Rems-Murr-Kreis;427,248
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8121;Heilbronn;SK;26;21;0;0;0;0;26;100;28;24;4;13;46.4;2079254;;8121;Heilbronn;126,592
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8125;Heilbronn;LK;14;4;0;0;0;0;13;92.9;14;13;1;3;21.4;2079254;;8125;Heilbronn;344,456
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8126;Hohenlohekreis;LK;10;9;0;0;0;0;10;100;10;8;2;3;30;2079254;;8126;Hohenlohekreis;112,655
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8127;Schwäbisch Hall;LK;19;10;0;0;1;0;19;100;19;18;1;6;31.6;2079254;;8127;Schwäbisch Hall;196,761
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8128;Main-Tauber-Kreis;LK;12;9;0;0;0;0;12;100;12;12;0;4;33.3;2079254;;8128;Main-Tauber-Kreis;132,399
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8135;Heidenheim;LK;5;4;0;0;0;0;5;100;5;2;3;1;20;2079254;;8135;Heidenheim;132,777
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8136;Ostalbkreis;LK;37;12;0;0;0;0;37;100;35;33;2;10;28.6;2079254;;8136;Ostalbkreis;314,025
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8211;Baden-Baden;SK;17;31;0;0;0;0;17;100;17;13;4;7;41.2;2079254;;8211;Baden-Baden;55,185
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8212;Karlsruhe;SK;81;26;0;0;0;0;81;100;81;74;7;29;35.8;2079254;;8212;Karlsruhe;312,060
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8215;Karlsruhe;LK;22;5;0;0;0;0;21;95.5;21;18;3;6;28.6;2079254;;8215;Karlsruhe;445,101
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8216;Rastatt;LK;52;22;0;0;0;0;52;100;51;42;9;18;35.3;2079254;;8216;Rastatt;231,420
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8221;Heidelberg;SK;45;28;0;0;1;0;45;100;46;42;4;18;39.1;2079254;;8221;Heidelberg;161,485
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8222;Mannheim;SK;54;17;0;0;0;0;53;98.1;54;45;9;27;50;2079254;;8222;Mannheim;310,658
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8225;Neckar-Odenwald-Kreis;LK;14;10;0;0;0;0;14;100;14;11;3;7;50;2079254;;8225;Neckar-Odenwald-Kreis;143,633
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8226;Rhein-Neckar-Kreis;LK;45;8;0;0;0;0;45;100;45;39;6;16;35.6;2079254;;8226;Rhein-Neckar-Kreis;548,355
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8231;Pforzheim;SK;33;26;0;0;0;0;33;100;33;29;4;11;33.3;2079254;;8231;Pforzheim;125,957
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8235;Calw;LK;14;9;0;0;0;0;14;100;14;12;2;4;28.6;2079254;;8235;Calw;159,201
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8236;Enzkreis;LK;14;7;0;0;0;0;14;100;14;14;0;3;21.4;2079254;;8236;Enzkreis;199,556
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8237;Freudenstadt;LK;9;8;0;0;0;0;9;100;9;9;0;5;55.6;2079254;;8237;Freudenstadt;118,243
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8311;Freiburg im Breisgau;SK;132;57;0;0;0;0;114;86.4;116;106;10;45;38.8;2079254;;8311;Freiburg im Breisgau;231,195
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8315;Breisgau-Hochschwarzwald;LK;29;11;0;0;0;0;29;100;29;28;1;16;55.2;2079254;;8315;Breisgau-Hochschwarzwald;263,601
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8316;Emmendingen;LK;17;10;0;0;0;0;17;100;16;14;2;5;31.3;2079254;;8316;Emmendingen;166,408
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8317;Ortenaukreis;LK;142;33;0;0;0;0;141;99.3;137;123;14;53;38.7;2079254;;8317;Ortenaukreis;430,953
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8325;Rottweil;LK;15;11;0;0;0;0;15;100;15;13;2;4;26.7;2079254;;8325;Rottweil;139,878
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8326;Schwarzwald-Baar-Kreis;LK;18;8;0;0;0;0;18;100;18;17;1;7;38.9;2079254;;8326;Schwarzwald-Baar-Kreis;212,506
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8327;Tuttlingen;LK;9;6;0;0;0;0;9;100;9;8;1;4;44.4;2079254;;8327;Tuttlingen;140,766
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8335;Konstanz;LK;67;23;0;0;0;0;67;100;65;63;2;14;21.5;2079254;;8335;Konstanz;286,305
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8336;Lörrach;LK;52;23;0;0;0;0;52;100;49;46;3;20;40.8;2079254;;8336;Lörrach;228,736
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8337;Waldshut;LK;23;13;0;0;0;0;23;100;23;20;3;10;43.5;2079254;;8337;Waldshut;171,003
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8415;Reutlingen;LK;44;15;0;0;0;0;44;100;44;38;6;18;40.9;2079254;;8415;Reutlingen;287,034
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8416;Tübingen;LK;31;14;0;0;0;0;31;100;30;27;3;11;36.7;2079254;;8416;Tübingen;228,678
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8417;Zollernalbkreis;LK;10;5;0;0;0;0;10;100;10;9;1;1;10;2079254;;8417;Zollernalbkreis;189,363
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8421;Ulm;SK;23;18;0;0;0;0;23;100;24;22;2;9;37.5;2079254;;8421;Ulm;126,790
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8425;Alb-Donau-Kreis;LK;13;7;0;0;0;0;13;100;19;18;1;5;26.3;2079254;;8425;Alb-Donau-Kreis;197,076
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8426;Biberach;LK;9;4;0;0;0;0;9;100;9;9;0;1;11.1;2079254;;8426;Biberach;201,282
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8435;Bodenseekreis;LK;38;17;0;0;0;0;38;100;34;29;5;12;35.3;2079254;;8435;Bodenseekreis;217,470
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8436;Ravensburg;LK;58;20;0;0;0;0;58;100;57;53;4;13;22.8;2079254;;8436;Ravensburg;285,424
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8437;Sigmaringen;LK;12;9;0;0;0;0;12;100;13;11;2;4;30.8;2079254;;8437;Sigmaringen;130,849
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9161;Ingolstadt;KfS;38;28;0;0;0;0;38;100;36;33;3;15;41.7;2079254;;9161;Ingolstadt;137,392
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9162;München;KfS;355;24;0;0;0;0;352;99.2;344;311;33;161;46.8;2079254;;9162;München;1,484,226
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9163;Rosenheim;KfS;34;54;0;0;0;0;34;100;32;28;4;17;53.1;2079254;;9163;Rosenheim;63,551
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9171;Altötting;LK;20;18;0;0;0;0;20;100;15;13;2;3;20;2079254;;9171;Altötting;111,516
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9172;Berchtesgadener Land;LK;27;25;0;0;0;0;27;100;27;20;7;9;33.3;2079254;;9172;Berchtesgadener Land;105,929
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9173;Bad Tölz-Wolfratshausen;LK;18;14;0;0;0;0;18;100;15;13;2;8;53.3;2079254;;9173;Bad Tölz-Wolfratshausen;127,917
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9174;Dachau;LK;11;7;0;0;0;0;11;100;10;8;2;7;70;2079254;;9174;Dachau;154,899
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9175;Ebersberg;LK;9;6;0;0;0;0;9;100;9;8;1;3;33.3;2079254;;9175;Ebersberg;143,649
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9176;Eichstätt;LK;3;2;0;0;0;0;3;100;3;2;1;3;100;2079254;;9176;Eichstätt;132,881
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9177;Erding;LK;35;25;0;0;0;0;35;100;32;26;6;17;53.1;2079254;;9177;Erding;138,182
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9178;Freising;LK;88;49;0;0;0;0;88;100;82;72;10;72;87.8;2079254;;9178;Freising;180,007
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9179;Fürstenfeldbruck;LK;14;6;0;0;0;0;14;100;14;13;1;6;42.9;2079254;;9179;Fürstenfeldbruck;219,311
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9180;Garmisch-Partenkirchen;LK;19;21;0;0;0;0;19;100;19;17;2;5;26.3;2079254;;9180;Garmisch-Partenkirchen;88,424
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9181;Landsberg am Lech;LK;11;9;0;0;0;0;11;100;9;8;1;4;44.4;2079254;;9181;Landsberg am Lech;120,302
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9182;Miesbach;LK;9;9;0;0;0;0;9;100;7;6;1;2;28.6;2079254;;9182;Miesbach;100,010
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9183;Mühldorf a.Inn;LK;15;13;0;0;0;0;15;100;15;14;1;6;40;2079254;;9183;Mühldorf a.Inn;115,872
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9184;München;LK;33;9;0;0;0;0;33;100;35;30;5;10;28.6;2079254;;9184;München;350,473
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9185;Neuburg-Schrobenhausen;LK;6;6;0;0;0;0;6;100;6;5;1;4;66.7;2079254;;9185;Neuburg-Schrobenhausen;97,303
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9186;Pfaffenhofen a.d.Ilm;LK;12;9;0;0;0;0;12;100;11;10;1;3;27.3;2079254;;9186;Pfaffenhofen a.d.Ilm;128,227
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9187;Rosenheim;LK;48;18;0;0;0;0;48;100;42;33;9;15;35.7;2079254;;9187;Rosenheim;261,330
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9188;Starnberg;LK;8;6;0;0;0;0;8;100;8;7;1;2;25;2079254;;9188;Starnberg;136,667
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9189;Traunstein;LK;22;12;0;0;0;0;22;100;22;19;3;5;22.7;2079254;;9189;Traunstein;177,319
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9190;Weilheim-Schongau;LK;34;25;0;0;0;0;34;100;34;29;5;8;23.5;2079254;;9190;Weilheim-Schongau;135,478
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9261;Landshut;KfS;36;49;0;0;0;0;36;100;33;29;4;8;24.2;2079254;;9261;Landshut;73,411
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9262;Passau;KfS;11;21;0;0;0;0;11;100;11;11;0;6;54.5;2079254;;9262;Passau;52,803
